,geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
54,"[179.6443, -34.0699, 43.74]",Point,us60004406,,,60004406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004406&format=geojson,3.65,,61.0,",us60004406,",5.1,mb,,us,,South of the Kermadec Islands,0.76,400,",us,",reviewed,1561072515944,M 5.1 - South of the Kermadec Islands,0,earthquake,",geoserve,origin,phase-data,",720,1561092243040,https://earthquake.usgs.gov/earthquakes/eventpage/us60004406,Feature
55,"[-177.3809, -31.0064, 10]",Point,us600043ya,,,600043ya,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043ya&format=geojson,1.818,,75.0,",us600043ya,",5.1,mb,,us,,"152km ENE of L'Esperance Rock, New Zealand",0.98,400,",us,",reviewed,1561067106901,"M 5.1 - 152km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1561091990040,https://earthquake.usgs.gov/earthquakes/eventpage/us600043ya,Feature
56,"[125.4604, -7.4012, 437.88]",Point,us600043sa,,,600043sa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043sa&format=geojson,2.619,,34.0,",us600043sa,",5.0,mww,,us,,"128km N of Dili, East Timor",0.49,385,",us,",reviewed,1561048201046,"M 5.0 - 128km N of Dili, East Timor",1,earthquake,",geoserve,origin,phase-data,",480,1561056617040,https://earthquake.usgs.gov/earthquakes/eventpage/us600043sa,Feature
57,"[-25.3666, -58.0593, 50.49]",Point,us600043l3,,,600043l3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043l3&format=geojson,7.268,,42.0,",us600043l3,",5.2,mww,,us,,"127km NNE of Bristol Island, South Sandwich Islands",0.74,416,",us,",reviewed,1561019244612,"M 5.2 - 127km NNE of Bristol Island, South Sandwich Islands",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-120,1563353587040,https://earthquake.usgs.gov/earthquakes/eventpage/us600043l3,Feature
58,"[-173.7164, -17.6654, 47.69]",Point,us600043jp,green,,600043jp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043jp&format=geojson,3.862,,43.0,",pt19171000,us600043jp,",5.5,mww,0.0,us,,"112km NNE of Neiafu, Tonga",0.66,465,",pt,us,",reviewed,1561015977857,"M 5.5 - 112km NNE of Neiafu, Tonga",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1563352702480,https://earthquake.usgs.gov/earthquakes/eventpage/us600043jp,Feature
59,"[-179.0563, -21.1889, 622.55]",Point,us600043jq,,,600043jq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043jq&format=geojson,4.378,,69.0,",us600043jq,",5.1,mb,,us,,"70km SSW of Ndoi Island, Fiji",0.86,400,",us,",reviewed,1561015893775,"M 5.1 - 70km SSW of Ndoi Island, Fiji",0,earthquake,",geoserve,origin,phase-data,",-720,1563352359040,https://earthquake.usgs.gov/earthquakes/eventpage/us600043jq,Feature
60,"[-178.8323, -33.698, 10]",Point,us600043iz,,,600043iz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043iz&format=geojson,16.132,,120.0,",us600043iz,",5.0,mb,,us,,"251km S of L'Esperance Rock, New Zealand",0.63,385,",us,",reviewed,1561008284113,"M 5.0 - 251km S of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1563445647040,https://earthquake.usgs.gov/earthquakes/eventpage/us600043iz,Feature
61,"[126.8485, 5.7135, 71.39]",Point,us600043hn,,,600043hn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043hn&format=geojson,1.845,,124.0,",us600043hn,",5.0,mb,,us,,"103km SE of Pondaguitan, Philippines",0.86,385,",us,",reviewed,1560996282775,"M 5.0 - 103km SE of Pondaguitan, Philippines",0,earthquake,",geoserve,origin,phase-data,",480,1560996742040,https://earthquake.usgs.gov/earthquakes/eventpage/us600043hn,Feature
62,"[-68.7982, -33.6488, 149.27]",Point,us600043h2,green,4.1,600043h2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043h2&format=geojson,1.037,62.0,72.0,",us600043h2,",5.5,mww,3.443,us,,"70km SSW of San Martin, Argentina",1.13,491,",us,",reviewed,1560993806187,"M 5.5 - 70km SSW of San Martin, Argentina",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-180,1561080329226,https://earthquake.usgs.gov/earthquakes/eventpage/us600043h2,Feature
63,"[166.2638, -12.6558, 10]",Point,us600043e4,green,,600043e4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600043e4&format=geojson,2.92,,46.0,",us600043e4,",5.7,mww,3.925,us,,"194km NW of Sola, Vanuatu",0.9,500,",us,",reviewed,1560986099879,"M 5.7 - 194km NW of Sola, Vanuatu",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1561689810327,https://earthquake.usgs.gov/earthquakes/eventpage/us600043e4,Feature
64,"[138.4599, -2.243, 10]",Point,us6000434e,green,4.1,6000434e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000434e&format=geojson,2.258,1.0,58.0,",us6000434e,",6.3,mww,6.659,us,,"240km W of Abepura, Indonesia",1.06,611,",us,",reviewed,1560965088833,"M 6.3 - 240km W of Abepura, Indonesia",1,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",540,1563318009255,https://earthquake.usgs.gov/earthquakes/eventpage/us6000434e,Feature
65,"[-177.787, -30.6004, 10]",Point,us600042vn,green,,600042vn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042vn&format=geojson,1.356,,51.0,",pt19170000,at00ptc3is,us600042vn,",6.4,mww,0.0,us,,"140km NE of L'Esperance Rock, New Zealand",1.51,630,",pt,at,us,",reviewed,1560927702801,"M 6.4 - 140km NE of L'Esperance Rock, New Zealand",1,earthquake,",geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1561014420880,https://earthquake.usgs.gov/earthquakes/eventpage/us600042vn,Feature
66,"[-173.7117, -21.3741, 10]",Point,us600042v3,,,600042v3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042v3&format=geojson,4.225,,85.0,",us600042v3,",5.1,mb,,us,,"128km E of `Ohonua, Tonga",1.27,400,",us,",reviewed,1560924222853,"M 5.1 - 128km E of `Ohonua, Tonga",0,earthquake,",geoserve,origin,phase-data,",-720,1560925443040,https://earthquake.usgs.gov/earthquakes/eventpage/us600042v3,Feature
67,"[-177.5876, -30.9852, 19.47]",Point,us600042ri,,,600042ri,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042ri&format=geojson,1.759,,77.0,",us600042ri,",5.3,mww,,us,,"134km ENE of L'Esperance Rock, New Zealand",0.93,432,",us,",reviewed,1560902346773,"M 5.3 - 134km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-720,1562039125040,https://earthquake.usgs.gov/earthquakes/eventpage/us600042ri,Feature
68,"[-177.558, -31.3787, 10]",Point,us600042r6,,,600042r6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042r6&format=geojson,2.15,,57.0,",us600042r6,",5.2,mww,,us,,"127km E of L'Esperance Rock, New Zealand",1.13,416,",us,",reviewed,1560900259584,"M 5.2 - 127km E of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-720,1562038254040,https://earthquake.usgs.gov/earthquakes/eventpage/us600042r6,Feature
69,"[-177.6255, -30.9416, 10]",Point,us600042r9,,,600042r9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042r9&format=geojson,1.711,,108.0,",us600042r9,",5.0,mb,,us,,"133km ENE of L'Esperance Rock, New Zealand",0.75,385,",us,",reviewed,1560899073377,"M 5.0 - 133km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1562038015040,https://earthquake.usgs.gov/earthquakes/eventpage/us600042r9,Feature
70,"[169.7531, -22.4183, 10]",Point,us600042nv,green,,600042nv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042nv&format=geojson,2.141,,93.0,",us600042nv,",5.4,mww,0.0,us,,"215km ESE of Tadine, New Caledonia",1.05,449,",us,",reviewed,1560889660440,"M 5.4 - 215km ESE of Tadine, New Caledonia",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1561395027334,https://earthquake.usgs.gov/earthquakes/eventpage/us600042nv,Feature
71,"[-177.9838, -30.6362, 35]",Point,us600042m7,,,600042m7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042m7&format=geojson,1.387,,69.0,",us600042m7,",5.2,mb,,us,,"124km NE of L'Esperance Rock, New Zealand",1.36,416,",us,",reviewed,1560881528848,"M 5.2 - 124km NE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1561399884040,https://earthquake.usgs.gov/earthquakes/eventpage/us600042m7,Feature
72,"[-177.5656, -31.2575, 10]",Point,us600042kv,green,,600042kv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042kv&format=geojson,2.03,,40.0,",us600042kv,",5.4,mww,0.0,us,,"128km E of L'Esperance Rock, New Zealand",1.25,449,",us,",reviewed,1560878508013,"M 5.4 - 128km E of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1560965077254,https://earthquake.usgs.gov/earthquakes/eventpage/us600042kv,Feature
73,"[-177.5541, -31.0214, 15]",Point,us600042jc,green,,600042jc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042jc&format=geojson,1.8,,47.0,",us600042jc,",5.9,mww,0.0,us,,"136km ENE of L'Esperance Rock, New Zealand",1.0,536,",us,",reviewed,1560873917442,"M 5.9 - 136km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1562086974588,https://earthquake.usgs.gov/earthquakes/eventpage/us600042jc,Feature
74,"[139.4804, 38.637, 12]",Point,us600042fx,yellow,9.1,600042fx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600042fx&format=geojson,1.284,146.0,33.0,",us600042fx,pt19169001,at00ptaqha,",6.4,mww,6.905,us,,"31km WSW of Tsuruoka, Japan",0.88,783,",us,pt,at,",reviewed,1560864139009,"M 6.4 - 31km WSW of Tsuruoka, Japan",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",540,1562659558089,https://earthquake.usgs.gov/earthquakes/eventpage/us600042fx,Feature
75,"[178.2407, -25.5032, 598.65]",Point,us60004294,green,,60004294,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004294&format=geojson,5.048,,53.0,",us60004294,",5.5,mww,0.0,us,,South of the Fiji Islands,1.34,465,",us,",reviewed,1560834887426,M 5.5 - South of the Fiji Islands,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",720,1560921385400,https://earthquake.usgs.gov/earthquakes/eventpage/us60004294,Feature
76,"[-177.7009, -31.0551, 35]",Point,us60004284,,,60004284,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004284&format=geojson,1.814,,73.0,",us60004284,",5.1,mb,,us,,"121km ENE of L'Esperance Rock, New Zealand",1.28,400,",us,",reviewed,1560831834246,"M 5.1 - 121km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1560835330040,https://earthquake.usgs.gov/earthquakes/eventpage/us60004284,Feature
77,"[-177.3264, -30.8144, 35]",Point,us6000426p,,,6000426p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000426p&format=geojson,1.649,,115.0,",us6000426p,",5.1,mb,,us,,"165km ENE of L'Esperance Rock, New Zealand",0.83,400,",us,",reviewed,1560820560891,"M 5.1 - 165km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1560821697040,https://earthquake.usgs.gov/earthquakes/eventpage/us6000426p,Feature
78,"[-26.0779, 0.7943, 10]",Point,us6000420g,green,,6000420g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000420g&format=geojson,14.296,,35.0,",us6000420g,",5.4,mww,0.0,us,,Central Mid-Atlantic Ridge,1.03,449,",us,",reviewed,1560801789684,M 5.4 - Central Mid-Atlantic Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-120,1562013684226,https://earthquake.usgs.gov/earthquakes/eventpage/us6000420g,Feature
79,"[-177.4871, -30.8019, 17.41]",Point,us600041tf,green,,600041tf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041tf&format=geojson,1.598,,51.0,",us600041tf,",5.5,mww,0.0,us,,"151km ENE of L'Esperance Rock, New Zealand",0.81,465,",us,",reviewed,1560790384175,"M 5.5 - 151km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1561559790532,https://earthquake.usgs.gov/earthquakes/eventpage/us600041tf,Feature
80,"[104.8739, 28.4397, 10]",Point,us600041sa,,4.8,600041sa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041sa&format=geojson,4.428,3.0,17.0,",us600041sa,",5.1,mww,,us,,"15km E of Xunchang, China",0.64,402,",us,",reviewed,1560785762681,"M 5.1 - 15km E of Xunchang, China",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",480,1561497440550,https://earthquake.usgs.gov/earthquakes/eventpage/us600041sa,Feature
81,"[104.9294, 28.4005, 10]",Point,us600041ry,red,5.8,600041ry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041ry&format=geojson,4.401,104.0,18.0,",us600041ry,",5.8,mww,7.566,us,,"19km S of Changning, China",0.63,2060,",us,",reviewed,1560783345482,"M 5.8 - 19km S of Changning, China",0,earthquake,",dyfi,general-text,geoserve,ground-failure,impact-text,losspager,moment-tensor,origin,phase-data,poster,shakemap,",480,1562327724359,https://earthquake.usgs.gov/earthquakes/eventpage/us600041ry,Feature
82,"[-176.7023, -65.6071, 10]",Point,us600041rk,green,,600041rk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041rk&format=geojson,13.251,,108.0,",us600041rk,",5.8,mww,0.0,us,,"250km NE of Scott Island Bank, Antarctica",0.61,518,",us,",reviewed,1560779268112,"M 5.8 - 250km NE of Scott Island Bank, Antarctica",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1561486624533,https://earthquake.usgs.gov/earthquakes/eventpage/us600041rk,Feature
83,"[99.0252, -0.3042, 59.2]",Point,us600041q0,,,600041q0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041q0&format=geojson,2.109,,65.0,",us600041q0,",5.0,mww,,us,,"90km N of Sikabaluan, Indonesia",0.95,385,",us,",reviewed,1560769444235,"M 5.0 - 90km N of Sikabaluan, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",420,1562585466040,https://earthquake.usgs.gov/earthquakes/eventpage/us600041q0,Feature
84,"[-1.8707, -54.0824, 10]",Point,us600041n4,,,600041n4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041n4&format=geojson,17.662,,57.0,",us600041n4,",5.0,mb,,us,,Bouvet Island region,0.84,385,",us,",reviewed,1560755896334,M 5.0 - Bouvet Island region,0,earthquake,",geoserve,origin,phase-data,",0,1563364407040,https://earthquake.usgs.gov/earthquakes/eventpage/us600041n4,Feature
85,"[-177.481, -30.8389, 12]",Point,us600041lv,green,,600041lv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041lv&format=geojson,1.635,,49.0,",us600041lv,",6.1,mww,0.0,us,,"150km ENE of L'Esperance Rock, New Zealand",0.85,572,",us,",reviewed,1560751324099,"M 6.1 - 150km ENE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1563455139323,https://earthquake.usgs.gov/earthquakes/eventpage/us600041lv,Feature
86,"[123.0475, -8.7248, 96.83]",Point,us600041lh,green,4.1,600041lh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041lh&format=geojson,0.805,2.0,49.0,",us600041lh,",5.4,mww,3.95,us,,"36km ESE of Watubuku, Indonesia",1.24,449,",us,",reviewed,1560750210501,"M 5.4 - 36km ESE of Watubuku, Indonesia",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1563454210770,https://earthquake.usgs.gov/earthquakes/eventpage/us600041lh,Feature
87,"[129.2571, -6.7913, 171.8]",Point,us600041ki,,3.8,600041ki,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041ki&format=geojson,2.345,2.0,26.0,",us600041ki,",5.0,mb,,us,,"261km WNW of Saumlaki, Indonesia",0.77,385,",us,",reviewed,1560744110371,"M 5.0 - 261km WNW of Saumlaki, Indonesia",0,earthquake,",dyfi,geoserve,origin,phase-data,",540,1561503498692,https://earthquake.usgs.gov/earthquakes/eventpage/us600041ki,Feature
88,"[-178.0588, -31.9594, 27.82]",Point,us600041id,,,600041id,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041id&format=geojson,2.707,,61.0,",us600041id,",5.0,mww,,us,,"98km SE of L'Esperance Rock, New Zealand",0.89,385,",us,",reviewed,1560727201468,"M 5.0 - 98km SE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1560740208040,https://earthquake.usgs.gov/earthquakes/eventpage/us600041id,Feature
89,"[-177.8066, -31.6364, 35]",Point,us600041gb,green,,600041gb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041gb&format=geojson,2.385,,71.0,",us600041gb,",5.6,mww,0.0,us,,"106km ESE of L'Esperance Rock, New Zealand",1.07,482,",us,",reviewed,1560718706015,"M 5.6 - 106km ESE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1563217332529,https://earthquake.usgs.gov/earthquakes/eventpage/us600041gb,Feature
90,"[120.0323, -10.3659, 44.97]",Point,us600041fz,,,600041fz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041fz&format=geojson,2.772,,88.0,",us600041fz,",5.0,mb,,us,,"23km SSW of Lailunggi, Indonesia",1.16,385,",us,",reviewed,1560716036945,"M 5.0 - 23km SSW of Lailunggi, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480,1563216101040,https://earthquake.usgs.gov/earthquakes/eventpage/us600041fz,Feature
91,"[-101.7678, 18.5747, 60.6]",Point,us600041f4,,4.7,600041f4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041f4&format=geojson,0.89,14.0,83.0,",us600041f4,",5.1,mb,,us,,"14km WSW of Nuevo Churumuco, Mexico",1.37,407,",us,",reviewed,1560705923138,"M 5.1 - 14km WSW of Nuevo Churumuco, Mexico",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1563206892962,https://earthquake.usgs.gov/earthquakes/eventpage/us600041f4,Feature
92,"[35.4028, -44.6947, 10]",Point,us600041cb,,,600041cb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041cb&format=geojson,13.378,,48.0,",us600041cb,",5.0,mb,,us,,Prince Edward Islands region,0.59,385,",us,",reviewed,1560666621254,M 5.0 - Prince Edward Islands region,0,earthquake,",geoserve,origin,phase-data,",120,1563017736040,https://earthquake.usgs.gov/earthquakes/eventpage/us600041cb,Feature
93,"[-178.0827, -31.069, 31.52]",Point,us600041b3,green,2.0,600041b3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041b3&format=geojson,1.822,2.0,35.0,",us600041b3,pt19167000,at00pt6eof,",6.3,mww,0.0,us,,"87km ENE of L'Esperance Rock, New Zealand",0.92,611,",us,pt,at,",reviewed,1560662236244,"M 6.3 - 87km ENE of L'Esperance Rock, New Zealand",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1563017128829,https://earthquake.usgs.gov/earthquakes/eventpage/us600041b3,Feature
94,"[-178.0393, -30.6438, 35]",Point,us600041a4,green,,600041a4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600041a4&format=geojson,1.397,,35.0,",us600041a4,",5.5,mb,0.0,us,,"120km NE of L'Esperance Rock, New Zealand",0.68,465,",us,",reviewed,1560654159251,"M 5.5 - 120km NE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,losspager,origin,phase-data,shakemap,",-720,1563054909445,https://earthquake.usgs.gov/earthquakes/eventpage/us600041a4,Feature
95,"[-178.078, -30.6109, 35]",Point,us6000419q,,,6000419q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000419q&format=geojson,1.367,,78.0,",us6000419q,",5.1,mb,,us,,"120km NE of L'Esperance Rock, New Zealand",0.92,400,",us,",reviewed,1560648582133,"M 5.1 - 120km NE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1563053455040,https://earthquake.usgs.gov/earthquakes/eventpage/us6000419q,Feature
96,"[-178.0446, -30.6444, 39.25]",Point,us6000418r,,,6000418r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000418r&format=geojson,1.398,,127.0,",us6000418r,",5.0,mb,,us,,"119km NE of L'Esperance Rock, New Zealand",0.59,385,",us,",reviewed,1560643207003,"M 5.0 - 119km NE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1561247949040,https://earthquake.usgs.gov/earthquakes/eventpage/us6000418r,Feature
