name_model,description,owner,price,license,published_date,formats_available,list_categories,links_categories,list_tags,links_tags
Sink,#sink #Kitchen #tap #faucet #bibcock,w1050263,Free, - All Extended Uses,2019-07-17,"['3D Studio', 'OBJ ', 'FBX ', 'Other ']","['3D Model', 'interior design', 'fixtures', 'sink', 'kitchen sink']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/sink', 'https://www.turbosquid.com/3d-model/kitchen-sink']","['#sink', '#Kitchen', '#tap', '#faucet', '#bibcock']","['https://www.turbosquid.com/Search/3D-Models/%23sink', 'https://www.turbosquid.com/Search/3D-Models/%23kitchen', 'https://www.turbosquid.com/Search/3D-Models/%23tap', 'https://www.turbosquid.com/Search/3D-Models/%23faucet', 'https://www.turbosquid.com/Search/3D-Models/%23bibcock']"
Building 002,"This is a simple house model. Except for the curtains, it was made with very few polygons and textures. It might have some tris in the topology, but almost all of the polygons are quads.The .obj and .mtl files were exported from 3dsmax-scanline with Cinema 4D presets.The .fbx file are ready to import in Unreal Engine, unless you want to make some aditional configuration in the export settings, such as checking the 'preserve edge orientation' etc.Please, rate my model! This is the only way I can know if I'm doing a great work.",vini3dmodels,Free, - All Extended Uses,2019-07-15,"['FBX 2016', 'OBJ 2016', 'Other 2016']","['3D Model', 'architecture', 'building', 'residential building', 'house']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/architecture', 'https://www.turbosquid.com/3d-model/building', 'https://www.turbosquid.com/3d-model/residential-building', 'https://www.turbosquid.com/3d-model/house']","['architecture', 'house', 'home', 'building', 'suburb', 'lowpoly']","['https://www.turbosquid.com/Search/3D-Models/architecture', 'https://www.turbosquid.com/Search/3D-Models/house', 'https://www.turbosquid.com/Search/3D-Models/home', 'https://www.turbosquid.com/Search/3D-Models/building', 'https://www.turbosquid.com/Search/3D-Models/suburb', 'https://www.turbosquid.com/Search/3D-Models/lowpoly']"
Table ,"* Saved as 3ds max 2015 version file.Nowadays, it is difficult for a family to gather at the table to eat. My childhood past with my parents is like a new one.As you work in 3D, the input image source and HDRI are attached as additional files.I used a v-ray renderer.Thank you for your interest. thank you.-------------------------------------------------- -------------* table 2015.max (3ds max)* table.3DS* table.obj* table.fbx* table.mtl* source (image and HDRI folder) .zip",w1050263,Free, - All Extended Uses,2019-07-15,"['3D Studio', 'FBX ', 'OBJ ', 'Other ']","['3D Model', 'furnishings', 'table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table']","['table', 'Kitchen', 'cooktable', 'Breakfast', 'Lunch', 'Dinner']","['https://www.turbosquid.com/Search/3D-Models/table', 'https://www.turbosquid.com/Search/3D-Models/kitchen', 'https://www.turbosquid.com/Search/3D-Models/cooktable', 'https://www.turbosquid.com/Search/3D-Models/breakfast', 'https://www.turbosquid.com/Search/3D-Models/lunch', 'https://www.turbosquid.com/Search/3D-Models/dinner']"
Cpu case fan,A CPU fan.Low poly and mid poly includedBlend file and obj file availableThumbnails also includedCompletely free for any use!,DevmanModels,Free, - All Extended Uses,2019-07-14,['Other '],"['3D Model', 'technology', 'computer equipment', 'computer components', 'cpu cooler']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/technology', 'https://www.turbosquid.com/3d-model/computer-equipment', 'https://www.turbosquid.com/3d-model/computer-components', 'https://www.turbosquid.com/3d-model/cpu-cooler']","['3d', 'cpu', 'fan', 'Fan', 'Cooler', 'fan', 'Cpu', 'cooler']","['https://www.turbosquid.com/Search/3D-Models/3d', 'https://www.turbosquid.com/Search/3D-Models/cpu', 'https://www.turbosquid.com/Search/3D-Models/fan', 'https://www.turbosquid.com/Search/3D-Models/fan', 'https://www.turbosquid.com/Search/3D-Models/cooler', 'https://www.turbosquid.com/Search/3D-Models/fan', 'https://www.turbosquid.com/Search/3D-Models/cpu', 'https://www.turbosquid.com/Search/3D-Models/cooler']"
Canister,Low poly fuel canister.,MarkoffIN,Free, - All Extended Uses,2019-07-13,['FBX '],"['3D Model', 'industrial', 'industrial container', 'fuel container', 'oil can']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/industrial', 'https://www.turbosquid.com/3d-model/industrial-container', 'https://www.turbosquid.com/3d-model/fuel-container', 'https://www.turbosquid.com/3d-model/oil-can']","['Canister', 'vessel', 'vial', 'container', 'fuel', 'green']","['https://www.turbosquid.com/Search/3D-Models/canister', 'https://www.turbosquid.com/Search/3D-Models/vessel', 'https://www.turbosquid.com/Search/3D-Models/vial', 'https://www.turbosquid.com/Search/3D-Models/container', 'https://www.turbosquid.com/Search/3D-Models/fuel', 'https://www.turbosquid.com/Search/3D-Models/green']"
Road spikes,Low poly road obstacle with texture.,MarkoffIN,Free, - All Extended Uses,2019-07-13,['FBX '],"['3D Model', 'architecture', 'urban design', 'street elements', 'traffic barrier']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/architecture', 'https://www.turbosquid.com/3d-model/urban-design', 'https://www.turbosquid.com/3d-model/street-elements', 'https://www.turbosquid.com/3d-model/traffic-barrier']","['Spikes', 'Road', 'Obstacle', 'Hazard']","['https://www.turbosquid.com/Search/3D-Models/spikes', 'https://www.turbosquid.com/Search/3D-Models/road', 'https://www.turbosquid.com/Search/3D-Models/obstacle', 'https://www.turbosquid.com/Search/3D-Models/hazard']"
Chair ,Models:ChairFormats:max,ferhatkose,Free, - Editorial Uses Only,2019-07-12,Unknown,"['3D Model', 'furnishings', 'seating', 'chair', 'office chair']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/seating', 'https://www.turbosquid.com/3d-model/chair', 'https://www.turbosquid.com/3d-model/office-chair']",['Chair'],['https://www.turbosquid.com/Search/3D-Models/chair']
Chemical bottle,"Chemical bottle with generic hazards label. Used in lab environments or science experiment kits. Normally found in an industrial setting but could also be in a high school lab, college lab or even a meth lab.",filburn,Free, - All Extended Uses,2019-07-12,"['FBX ', 'OBJ ', 'STL ', '3D Studio', 'Windows Bitmap']","['3D Model', 'food and drink', 'food container', 'bottle']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/food-and-drink', 'https://www.turbosquid.com/3d-model/food-container', 'https://www.turbosquid.com/3d-model/bottle']","['chemical', 'bottle', 'glass', 'hazard', 'label', 'lab', 'chemistry', 'liquid', 'pH', 'acid', 'container', 'science', 'flask', 'petri', 'dish']","['https://www.turbosquid.com/Search/3D-Models/chemical', 'https://www.turbosquid.com/Search/3D-Models/bottle', 'https://www.turbosquid.com/Search/3D-Models/glass', 'https://www.turbosquid.com/Search/3D-Models/hazard', 'https://www.turbosquid.com/Search/3D-Models/label', 'https://www.turbosquid.com/Search/3D-Models/lab', 'https://www.turbosquid.com/Search/3D-Models/chemistry', 'https://www.turbosquid.com/Search/3D-Models/liquid', 'https://www.turbosquid.com/Search/3D-Models/ph', 'https://www.turbosquid.com/Search/3D-Models/acid', 'https://www.turbosquid.com/Search/3D-Models/container', 'https://www.turbosquid.com/Search/3D-Models/science', 'https://www.turbosquid.com/Search/3D-Models/flask', 'https://www.turbosquid.com/Search/3D-Models/petri', 'https://www.turbosquid.com/Search/3D-Models/dish']"
Galaxy plate set ,A simple plate and cup set decorated with gold trim and a glossy galaxy finish.,MikaelaDWilliams,Free, - All Extended Uses,2019-07-12,['OBJ '],"['3D Model', 'interior design', 'housewares', 'dining room housewares', 'tableware', 'bowl']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/housewares', 'https://www.turbosquid.com/3d-model/dining-room-housewares', 'https://www.turbosquid.com/3d-model/tableware', 'https://www.turbosquid.com/3d-model/bowl']","['Plates', 'Galaxy', 'Dinner', 'Food', 'Tableware']","['https://www.turbosquid.com/Search/3D-Models/plates', 'https://www.turbosquid.com/Search/3D-Models/galaxy', 'https://www.turbosquid.com/Search/3D-Models/dinner', 'https://www.turbosquid.com/Search/3D-Models/food', 'https://www.turbosquid.com/Search/3D-Models/tableware']"
Japanese bridge,this a japanese future bridge. because of my poor english i can't write description,nahidhassan881,Free, - All Extended Uses,2019-07-12,Unknown,"['3D Model', 'architecture', 'urban design', 'infrastructure', 'bridge']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/architecture', 'https://www.turbosquid.com/3d-model/urban-design', 'https://www.turbosquid.com/3d-model/infrastructure', 'https://www.turbosquid.com/3d-model/bridge']","['bridge', 'city', 'fantasy', 'future', 'highway']","['https://www.turbosquid.com/Search/3D-Models/bridge', 'https://www.turbosquid.com/Search/3D-Models/city', 'https://www.turbosquid.com/Search/3D-Models/fantasy', 'https://www.turbosquid.com/Search/3D-Models/future', 'https://www.turbosquid.com/Search/3D-Models/highway']"
Night sky,this is a sky environment . that come's with lot's of good staff,nahidhassan881,Free, - All Extended Uses,2019-07-12,Unknown,"['3D Model', 'nature', 'weather and atmosphere', 'sky']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/nature', 'https://www.turbosquid.com/3d-model/weather-and-atmosphere', 'https://www.turbosquid.com/3d-model/sky']","['environment', 'night', 'sky', 'cloud', 'Beautiful', 'Bridge']","['https://www.turbosquid.com/Search/3D-Models/environment', 'https://www.turbosquid.com/Search/3D-Models/night', 'https://www.turbosquid.com/Search/3D-Models/sky', 'https://www.turbosquid.com/Search/3D-Models/cloud', 'https://www.turbosquid.com/Search/3D-Models/beautiful', 'https://www.turbosquid.com/Search/3D-Models/bridge']"
Spillfyter,SpillFyter chemical test strips which is used in lab experiments to detect the acidity or alkalinity of a liquid as well as other information regarding a liquids chemical composition. Commonly used in any lab environment and can also be found in Hazmat safety kits. It may also be found in a nurses station in the event of an unintentional chemical exposure.,filburn,Free, - Editorial Uses Only,2019-07-12,"['FBX ', 'OBJ ', 'STL ', '3D Studio', 'Windows Bitmap']","['3D Model', 'science', 'lab equipment', 'ph meter']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/science', 'https://www.turbosquid.com/3d-model/lab-equipment', 'https://www.turbosquid.com/3d-model/ph-meter']","['ph', 'science', 'experiment', 'lab', 'chemical', 'test', 'Litmus', 'hydrion', 'paper', 'strips', 'universal', 'indicator', 'potential', 'hydrogen', 'acid', 'hazmat', 'liquid', 'flouride', 'organic', 'solvent']","['https://www.turbosquid.com/Search/3D-Models/ph', 'https://www.turbosquid.com/Search/3D-Models/science', 'https://www.turbosquid.com/Search/3D-Models/experiment', 'https://www.turbosquid.com/Search/3D-Models/lab', 'https://www.turbosquid.com/Search/3D-Models/chemical', 'https://www.turbosquid.com/Search/3D-Models/test', 'https://www.turbosquid.com/Search/3D-Models/litmus', 'https://www.turbosquid.com/Search/3D-Models/hydrion', 'https://www.turbosquid.com/Search/3D-Models/paper', 'https://www.turbosquid.com/Search/3D-Models/strips', 'https://www.turbosquid.com/Search/3D-Models/universal', 'https://www.turbosquid.com/Search/3D-Models/indicator', 'https://www.turbosquid.com/Search/3D-Models/potential', 'https://www.turbosquid.com/Search/3D-Models/hydrogen', 'https://www.turbosquid.com/Search/3D-Models/acid', 'https://www.turbosquid.com/Search/3D-Models/hazmat', 'https://www.turbosquid.com/Search/3D-Models/liquid', 'https://www.turbosquid.com/Search/3D-Models/flouride', 'https://www.turbosquid.com/Search/3D-Models/organic', 'https://www.turbosquid.com/Search/3D-Models/solvent']"
Umbridge,Umbrdige model,AzDm,Free, - Editorial Uses Only,2019-07-12,['FBX 2016'],"['3D Model', 'characters', 'people', 'woman']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/character', 'https://www.turbosquid.com/3d-model/people', 'https://www.turbosquid.com/3d-model/woman']","['female', 'woman', 'umbridge', 'human']","['https://www.turbosquid.com/Search/3D-Models/female', 'https://www.turbosquid.com/Search/3D-Models/woman', 'https://www.turbosquid.com/Search/3D-Models/umbridge', 'https://www.turbosquid.com/Search/3D-Models/human']"
Traffic light ,* Saved as 3ds max 2015 version file.It is a signal that we must obey while living the world. Traffic lights are a common sight when you walk the road or walk through the city.The image source and HDRI that I enter while working in 3D are attached as additional files.I used a v-ray renderer.Note The scanline version is not ready for rendering.Thank you for your interest. Thank you.--------------------------------------*Traffic Light 2015.max (3ds max)*Traffic Light.3DS*Traffic Light.OBJ*Traffic Light.FBX*Traffic Light_Image source (and HDRI folder).zip,w1050263,Free, - All Extended Uses,2019-07-11,"['3D Studio', 'FBX ', 'OBJ ', 'Other ']","['3D Model', 'architecture', 'urban design', 'street elements', 'stop light']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/architecture', 'https://www.turbosquid.com/3d-model/urban-design', 'https://www.turbosquid.com/3d-model/street-elements', 'https://www.turbosquid.com/3d-model/traffic-light']","['#Traffic', 'Light', '#road', '#crosswalk', '#Red', '#Green', '#Electric', 'pole', '#city', '#signal', '#method', '#rule', '#Street', 'lamp']","['https://www.turbosquid.com/Search/3D-Models/%23traffic', 'https://www.turbosquid.com/Search/3D-Models/light', 'https://www.turbosquid.com/Search/3D-Models/%23road', 'https://www.turbosquid.com/Search/3D-Models/%23crosswalk', 'https://www.turbosquid.com/Search/3D-Models/%23red', 'https://www.turbosquid.com/Search/3D-Models/%23green', 'https://www.turbosquid.com/Search/3D-Models/%23electric', 'https://www.turbosquid.com/Search/3D-Models/pole', 'https://www.turbosquid.com/Search/3D-Models/%23city', 'https://www.turbosquid.com/Search/3D-Models/%23signal', 'https://www.turbosquid.com/Search/3D-Models/%23method', 'https://www.turbosquid.com/Search/3D-Models/%23rule', 'https://www.turbosquid.com/Search/3D-Models/%23street', 'https://www.turbosquid.com/Search/3D-Models/lamp']"
Barrier,A simple white and red low poly barrier with texture.,MarkoffIN,Free, - All Extended Uses,2019-07-11,['FBX '],"['3D Model', 'architecture', 'urban design', 'street elements', 'crowd barrier']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/architecture', 'https://www.turbosquid.com/3d-model/urban-design', 'https://www.turbosquid.com/3d-model/street-elements', 'https://www.turbosquid.com/3d-model/crowd-barrier']","['Barrier', 'obstacle', 'hurdle', 'roadblock', 'bar', 'division', 'divider', 'fence', 'rail', 'striped', 'railing', 'obstruction', 'white', 'and', 'red.']","['https://www.turbosquid.com/Search/3D-Models/barrier', 'https://www.turbosquid.com/Search/3D-Models/obstacle', 'https://www.turbosquid.com/Search/3D-Models/hurdle', 'https://www.turbosquid.com/Search/3D-Models/roadblock', 'https://www.turbosquid.com/Search/3D-Models/bar', 'https://www.turbosquid.com/Search/3D-Models/division', 'https://www.turbosquid.com/Search/3D-Models/divider', 'https://www.turbosquid.com/Search/3D-Models/fence', 'https://www.turbosquid.com/Search/3D-Models/rail', 'https://www.turbosquid.com/Search/3D-Models/striped', 'https://www.turbosquid.com/Search/3D-Models/railing', 'https://www.turbosquid.com/Search/3D-Models/obstruction', 'https://www.turbosquid.com/Search/3D-Models/white', 'https://www.turbosquid.com/Search/3D-Models/and', 'https://www.turbosquid.com/Search/3D-Models/red.']"
