aliases,allegiances,books,born,culture,died,father,gender,mother,name,playedBy,povBooks,spouse,titles,tvSeries,url
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/281'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 290 AC or 291 AC,,,,Male,,Alester Norcross,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/73
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/286'],['https://www.anapioficeandfire.com/api/books/5'],,,At Prince's Pass,,Male,,Alester Oakheart,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/74
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/145', 'https://www.anapioficeandfire.com/api/houses/398']",['https://www.anapioficeandfire.com/api/books/11'],,Andal,,,Male,,Alester Tyrell,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/75
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/195', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",In 88 AC,,In 133 AC,,Female,,Alicent Hightower,[''],[],https://www.anapioficeandfire.com/api/characters/1076,"['Lady', 'Queen', 'Dowager Queen']",[''],https://www.anapioficeandfire.com/api/characters/76
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In or around 286 AC (roughly),,,,Female,,Alla Tyrell,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/77
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,"In 299 AC, at The Narrow Sea",,Male,,Allar Deem,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/78
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/386'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 248 AC (roughly),,,,Male,,Alliser Thorne,['Owen Teale'],[],,['Ser'],"['Season 1', 'Season 4', 'Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/79
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/99'],['https://www.anapioficeandfire.com/api/books/3'],,,,,Female,,Allyria Dayne,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/80
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/159'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Female,,Alyce Graceford,[''],[],,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/81
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/4'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Alyn Ambrose,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/82
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/23', 'https://www.anapioficeandfire.com/api/houses/74']","['https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",,,"In 211 AC, at Whitewalls",,Male,,Alyn Cockshaw,[''],[],,['Lord'],[''],https://www.anapioficeandfire.com/api/characters/83
['The Pale Griffin'],['https://www.anapioficeandfire.com/api/houses/80'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Alyn Connington,[''],[],,"['Ser', 'Lord Commander of the Kingsguard']",[''],https://www.anapioficeandfire.com/api/characters/84
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/117'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Stormlands,,,Male,,Alyn Estermont,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/85
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 295 AC or 296 AC,,,,Male,,Alyn Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/86
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/172'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In or between 256 AC or 291 AC,,,,Male,,Alyn Haigh,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/87
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/206'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Alyn Hunt,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/88
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/359'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Alyn Stackspear,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/89
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/377'],['https://www.anapioficeandfire.com/api/books/11'],,,"In 43 AC, at Gods Eye",,Male,,Alyn Tarbeck,[''],[],https://www.anapioficeandfire.com/api/characters/560,['Lord of Tarbeck Hall'],[''],https://www.anapioficeandfire.com/api/characters/90
"['Alyn of Hull', 'The Oakenfist', 'Lord Oakenfist']","['https://www.anapioficeandfire.com/api/houses/378', 'https://www.anapioficeandfire.com/api/houses/407']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/11']","In 115 AC or later, at Hull, Driftmark",Valyrian,"In or between 171 AC and 176 AC, at sea",,Male,,Alyn Velaryon,[''],[],https://www.anapioficeandfire.com/api/characters/154,"['Lord of the Tides', 'Master of Driftmark', 'Admiral', 'Master of ships']",[''],https://www.anapioficeandfire.com/api/characters/91
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/7', 'https://www.anapioficeandfire.com/api/houses/417']",['https://www.anapioficeandfire.com/api/books/5'],In or between 218 AC and 249 AC,,,,Female,,Alys Arryn,[''],[],https://www.anapioficeandfire.com/api/characters/373,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/92
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/7', 'https://www.anapioficeandfire.com/api/houses/378']",['https://www.anapioficeandfire.com/api/books/11'],,,,,Female,,Alys Arryn,[''],[],https://www.anapioficeandfire.com/api/characters/868,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/93
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/18'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Alys Beesbury,[''],[],https://www.anapioficeandfire.com/api/characters/624,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/94
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Alys Frey,[''],[],https://www.anapioficeandfire.com/api/characters/535,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/95
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/215', 'https://www.anapioficeandfire.com/api/houses/385']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 284 AC or 285 AC, at Karhold",Northmen,,,Female,,Alys Karstark,[''],[],https://www.anapioficeandfire.com/api/characters/980,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/96
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/215', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],,Northmen,,,Female,,Alys Karstark,[''],[],https://www.anapioficeandfire.com/api/characters/207,['Lady of Winterfell'],[''],https://www.anapioficeandfire.com/api/characters/97
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/215', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],,Northmen,,,Female,,Alys Karstark,[''],[],https://www.anapioficeandfire.com/api/characters/143,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/98
['The Young She-Bear'],['https://www.anapioficeandfire.com/api/houses/271'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In or between ~273 AC and 278 AC,Northmen,,,Female,,Alysane Mormont,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/99
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/52'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 291 AC,,,,Female,,Alysanne Bulwer,[''],[],,['Lady of Blackcrown'],[''],https://www.anapioficeandfire.com/api/characters/100
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/120', 'https://www.anapioficeandfire.com/api/houses/229']",['https://www.anapioficeandfire.com/api/books/11'],,,,,Female,,Alysanne Farman,[''],[],https://www.anapioficeandfire.com/api/characters/422,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/101
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/4', 'https://www.anapioficeandfire.com/api/houses/195']",['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Alysanne Hightower,[''],[],https://www.anapioficeandfire.com/api/characters/141,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/102
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/234'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Female,,Alysanne Lefford,[''],[],,['Lady of Golden Tooth'],[''],https://www.anapioficeandfire.com/api/characters/103
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],In 188 AC or 189 AC,,"In 209 AC, at King's Landing",,Female,,Alysanne Osgrey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/104
['Good Queen Alysanne'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",36 AC,,99 AC or 100 AC,https://www.anapioficeandfire.com/api/characters/57,Female,https://www.anapioficeandfire.com/api/characters/110,Alysanne Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/526,['Queen'],[''],https://www.anapioficeandfire.com/api/characters/105
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/380'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Alysanne Tarth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/106
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/7'],['https://www.anapioficeandfire.com/api/books/1'],,,,,Female,,Alyssa Arryn,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/107
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/27', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 253 AC or before,,In or between 269 AC and 278 AC,,Female,,Alyssa Blackwood,[''],[],https://www.anapioficeandfire.com/api/characters/1093,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/108
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/11'],In or between 51 AC and 60 AC,Valyrian,,,Female,,Alyssa Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/157,['Princess'],[''],https://www.anapioficeandfire.com/api/characters/109
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/17', 'https://www.anapioficeandfire.com/api/houses/378', 'https://www.anapioficeandfire.com/api/houses/407']",['https://www.anapioficeandfire.com/api/books/11'],In 7 AC,Valyrian,,,Female,,Alyssa Velaryon,[''],[],https://www.anapioficeandfire.com/api/characters/57,"['Lady', 'Queen', 'Dowager Queen', 'Queen Regent', ""Lady of Storm's End""]",[''],https://www.anapioficeandfire.com/api/characters/110
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 282 AC,,,https://www.anapioficeandfire.com/api/characters/1004,Female,https://www.anapioficeandfire.com/api/characters/1217,Alyx Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/111
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/86', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 245 AC or before,,In 264 AC,,Female,,Amarei Crakehall,[''],[],https://www.anapioficeandfire.com/api/characters/1093,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/112
"['Old Milkblood', 'The lord of cows', 'Lord Butterbutt']",['https://www.anapioficeandfire.com/api/houses/55'],"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",In 160 AC or 161 AC,,,,Male,,Ambrose Butterwell,[''],[],https://www.anapioficeandfire.com/api/characters/2054,"['Lord of Whitewalls', 'Hand of the King']",[''],https://www.anapioficeandfire.com/api/characters/113
['Gatehouse Ami'],"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/230']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 282 AC,,,,Female,,Amerei Frey,[''],[],https://www.anapioficeandfire.com/api/characters/1799,['Lady of Darry'],[''],https://www.anapioficeandfire.com/api/characters/114
['The Manticore'],"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/245']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,"In 299 AC, at Harrenhal",,Male,,Amory Lorch,['Fintan McKeown'],[],,"['Ser', 'Castellan of Harrenhal']",['Season 2'],https://www.anapioficeandfire.com/api/characters/115
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/328'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Runestone,Valemen,,,Male,,Andar Royce,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/116
